Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Hancock County woman gets three years probation in theft case,"  Sandra Melnick, 53, was ordered to pay the U.S. Postal Service $1,629.55 in restitution after she was sentenced in U.S. District Court Wednesday.",1758613265,Newspapers,"McLaughlin, Ryan",, (Copyright 2016 Bangor Daily News), News," Jan 20, 2016",0892-8738, English, English,," Bangor, Me.","Jan 20, 2016",Bangor Daily News,2016,https://www.proquest.com/newspapers/hancock-county-woman-gets-three-years-probation/docview/1758613265/se-2?accountid=8505,,,, n/a,," Litigation , Postal & delivery services",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Hancock+County+woman+gets+three+years+probation+in+theft+case&amp;rft.au=McLaughlin%2C+Ryan&amp;rft.aulast=McLaughlin&amp;rft.aufirst=Ryan&amp;rft.date=2016-01-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Paroled convict from 1974 County murder sent back to prison,"  According to the parole board, the hunting incident and attempted escape that followed were the only known violations of his release. Because Blanchard was killed before Maine eliminated parole in 1976, Mahaney and Bradbury are eligible for release through the parole system.",1757284317,Newspapers,"Brino, Anthony",, (Copyright 2016 Bangor Daily News), News," Jan 15, 2016",0892-8738, English, English,," Bangor, Me.","Jan 15, 2016",Bangor Daily News,2016,https://www.proquest.com/newspapers/paroled-convict-1974-county-murder-sent-back/docview/1757284317/se-2?accountid=8505,,,, n/a,," Trials , Criminal sentences , Parole & probation , Firearms , Criminal investigations , Criminal intent , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Paroled+convict+from+1974+County+murder+sent+back+to+prison&amp;rft.au=Brino%2C+Anthony&amp;rft.aulast=Brino&amp;rft.aufirst=Anthony&amp;rft.date=2016-01-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Mentally ill are being outsourced to police,"  In its analysis of 2015 police shootings, the Post found dozens of cases where the police were called as a means of getting treatment. Shirley Marshall Harrison called the Dallas police when her schizophrenic, bipolar son was out of control. He was shot down while allegedly charging police with a screwdriver. ""I didn't call for them to take him to the morgue,"" she said of the cops. ""I called for medical help."" ""There are less than 100,000 seriously mentally ill in psychiatric hospitals being cared for by the mental health system,"" D.J. Jaffe, the executive director of Mental Illness Policy.Org, writes. ""But there are 365,000 incarcerated. There are also 770,000 on probation or parole and 165,000 homeless."" With the mental-health industry essentially abdicating when it comes to the severely mentally ill who refuse treatment or are too sick to realize they need it, the responsibility of the police is increasingly to serve, protect -- and deal with desperately ill, irrational people. In 2013, the Arizona Daily Star reported that police in Tucson received ""more calls about mental illness than about burglaries or stolen cars.""",1753336728,Newspapers,,," Copyright Sun Journal Jan 5, 2016", Editorial," Jan 5, 2016",, English, English,," Lewiston, Me.","Jan 5, 2016",Sun Journal,2016,https://www.proquest.com/newspapers/mentally-ill-are-being-outsourced-police/docview/1753336728/se-2?accountid=8505,,,, n/a,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Mentally+ill+are+being+outsourced+to+police&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2016-01-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
15 charged after massive Oxford County drug investigation,"  According to MDEA director Roy McKinney, a large bulk of Oxford County law enforcement agencies were vital in the investigation, while assisting out-of-state agencies included police departments from Lynn, Massachusetts, Bean Station, Tennessee, Massachusetts Probation and Parole and Massachusetts State Police Fugitive Apprehension Division.",1751243729,Newspapers,"McLaughlin, Ryan",, (Copyright 2015 Bangor Daily News), News," Dec 22, 2015",0892-8738, English, English,," Bangor, Me.","Dec 22, 2015",Bangor Daily News,2015,https://www.proquest.com/newspapers/15-charged-after-massive-oxford-county-drug/docview/1751243729/se-2?accountid=8505,,,, n/a,," Arrests , Heroin , Massachusetts , Tennessee",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=15+charged+after+massive+Oxford+County+drug+investigation&amp;rft.au=McLaughlin%2C+Ryan&amp;rft.aulast=McLaughlin&amp;rft.aufirst=Ryan&amp;rft.date=2015-12-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Probation officer says Syracuse coach accuser back in jail for stealing grandmother's TV,"  Probation Officer Jason Taylor wrote in an affidavit that [Zachary Tomaselli] admitted stealing his grandmother's electronics after initially claiming to have been at work at the time they disappeared on Nov. 17. When Taylor checked with the oil company where Tomaselli had claimed to have been working, Taylor was told that Tomaselli never worked there. The sexual abuse charges stemmed from incidents that began in August 2009 when Tomaselli met his victim at a day camp where Tomaselli worked as a counselor. The crimes occurred later, not at the camp. The boy was 13 when the abuse started, and turned 14 when the abuse continued. Tomaselli went public with his own sexual abuse allegations, along with two other accusers, against former Syracuse associate head coach Bernie Fine, who, Tomaselli said, molested him in 2002 when he was 13 years old. The U.S. Attorney's Office investigated. Tomaselli's was the only claim that hadn't expired by statute. No charges were brought in that case. Fine was fired from his position at Syracuse. Tomaselli sued Fine but later dropped the suit.",1747489020,Newspapers,"Williams, Christopher",," Copyright Sun Journal Dec 10, 2015", News," Dec 10, 2015",, English, English,," Lewiston, Me.","Dec 10, 2015",Sun Journal,2015,https://www.proquest.com/newspapers/probation-officer-says-syracuse-coach-accuser/docview/1747489020/se-2?accountid=8505,,,, n/a,," Tomaselli, Zachary , Taylor, Jason Burt , Fine, Bernie",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Probation+officer+says+Syracuse+coach+accuser+back+in+jail+for+stealing+grandmother%27s+TV&amp;rft.au=Williams%2C+Christopher&amp;rft.aulast=Williams&amp;rft.aufirst=Christopher&amp;rft.date=2015-12-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
Police log,"  * Mica Hackney, 35, of 40 Jean St., Lewiston, probation violation hold, 6:30 p.m. Monday by probation and parole officers.",1738172571,Newspapers,,," Copyright Sun Journal Dec 1, 2015", News," Dec 1, 2015",, English, English,," Lewiston, Me.","Dec 1, 2015",Sun Journal,2015,https://www.proquest.com/newspapers/police-log/docview/1738172571/se-2?accountid=8505,,,, n/a,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Sun+Journal&amp;rft.atitle=Police+log&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2015-12-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Sun+Journal&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream
"New York man charged with slaying in Augusta: Damik Davis is accused of killing Joseph Marceau, and police also fear for the safety of a missing couple wanted for questioning.","  According to records from New York state, Davis was convicted of robbery in Queens County, New York, and remains under parole supervision. Records at the Capital Judicial Center show that the landlord, Kane Coffin, had obtained a writ of possession Nov. 12 for the premises and a court order saying the couple had to move out within 48 hours of receiving the notice.",1735860803,Newspapers,"Adams, Betty",," Copyright Portland Newspapers Nov 25, 2015", News," Nov 25, 2015",2689-5900, English, English,," Portland, Me.","Nov 25, 2015",Portland Press Herald,2015,https://www.proquest.com/newspapers/new-york-man-charged-with-slaying-augusta/docview/1735860803/se-2?accountid=8505,,,, B.2,," Criminal investigations , New York",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=New+York+man+charged+with+slaying+in+Augusta%3A+Damik+Davis+is+accused+of+killing+Joseph+Marceau%2C+and+police+also+fear+for+the+safety+of+a+missing+couple+wanted+for+questioning.&amp;rft.au=Adams%2C+Betty&amp;rft.aulast=Adams&amp;rft.aufirst=Betty&amp;rft.date=2015-11-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
"Man linked to 2010 murder charged in Old Port shooting: Moses Okot, on probation for his role in the murder, was arrested shortly after Monday's shooting.","  Okot briefly appeared in U.S. District Court in Portland on Thursday afternoon to face the weapons charge. Okot offered no response,"" Daniel Hondo, a Portland police officer assigned to the FBI's Southern Maine Gang Task Force, said in an affidavit filed in federal court.",1734592104,Newspapers,"Dolan, Scott",," Copyright Portland Newspapers Nov 20, 2015", News," Nov 20, 2015",2689-5900, English, English,," Portland, Me.","Nov 20, 2015",Portland Press Herald,2015,https://www.proquest.com/newspapers/man-linked-2010-murder-charged-old-port-shooting/docview/1734592104/se-2?accountid=8505,,,, B.2,," Federal court decisions , Parole & probation , Court hearings & proceedings , Police , Criminal investigations , Stabbings , Murders & murder attempts , Hyundai Sonata",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Man+linked+to+2010+murder+charged+in+Old+Port+shooting%3A+Moses+Okot%2C+on+probation+for+his+role+in+the+murder%2C+was+arrested+shortly+after+Monday%27s+shooting.&amp;rft.au=Dolan%2C+Scott&amp;rft.aulast=Dolan&amp;rft.aufirst=Scott&amp;rft.date=2015-11-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Dispatches,"  BRUNSWICK Republican files papers to run for Rep. Pingree's seat A Republican from Brunswick filed papers with the Federal Election Commission on Thursday indicating his intention to run against four-term U.S. Rep. Chellie Pingree next year. Police raided the house at 122 Running Hill Road and arrested Kellen Adams, 33, of New York on a warrant for allegedly violating his parole stemming from a robbery conviction, police said.",1734592026,Newspapers,," Congress , State Police-Maine"," Copyright Portland Newspapers Nov 20, 2015", News," Nov 20, 2015",2689-5900, English, English,," Portland, Me.","Nov 20, 2015",Portland Press Herald,2015,https://www.proquest.com/newspapers/dispatches/docview/1734592026/se-2?accountid=8505,,,, B.2,," Social networks , Raids , Traffic accidents & safety , Parole & probation , Arrests , Robbery , Roads & highways , Congressional elections , Congressional investigations , Threats , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Dispatches&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2015-11-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=B.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Portland physician's license on probation for five years,,1733216146,Newspapers,"McLaughlin, Ryan",, (Copyright 2015 Bangor Daily News), News," Nov 16, 2015",0892-8738, English, English,," Bangor, Me.","Nov 16, 2015",Bangor Daily News,2015,https://www.proquest.com/newspapers/portland-physicians-license-on-probation-five/docview/1733216146/se-2?accountid=8505,,,, n/a,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Portland+physician%27s+license+on+probation+for+five+years&amp;rft.au=McLaughlin%2C+Ryan&amp;rft.aulast=McLaughlin&amp;rft.aufirst=Ryan&amp;rft.date=2015-11-16&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Woodland man gets 10 years for selling bath salts,"  The Aroostook County Sheriff's Office, Maine Department of Corrections probation and parole division and the Presque Isle Police Department assisted in the investigation and raid of the Ellison home.",1732121241,Newspapers,"Ricker, NokNoi",, (Copyright 2015 Bangor Daily News), News," Nov 10, 2015",0892-8738, English, English,," Bangor, Me.","Nov 10, 2015",Bangor Daily News,2015,https://www.proquest.com/newspapers/woodland-man-gets-10-years-selling-bath-salts/docview/1732121241/se-2?accountid=8505,,,, n/a,," Candles , Health & beauty aids , Prescription drugs , Criminal investigations , Search warrants , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Woodland+man+gets+10+years+for+selling+bath+salts&amp;rft.au=Ricker%2C+NokNoi&amp;rft.aulast=Ricker&amp;rft.aufirst=NokNoi&amp;rft.date=2015-11-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Pembroke woman gets probation for lying about boyfriend's disability,"  BANGOR, Maine -- A Pembroke woman involved in a smash-and-grab burglary three years ago was sentenced Wednesday in U.S. District Court to two years of probation for making false statements to obtain Social Security Disability Insurance benefits for her boyfriend.",1730164152,Newspapers,"Harrison, Judy",, (Copyright 2015 Bangor Daily News), News," Nov 4, 2015",0892-8738, English, English,," Bangor, Me.","Nov 4, 2015",Bangor Daily News,2015,https://www.proquest.com/newspapers/pembroke-woman-gets-probation-lying-about/docview/1730164152/se-2?accountid=8505,,,, n/a,," Social security , Criminal sentences , Disability",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Pembroke+woman+gets+probation+for+lying+about+boyfriend%27s+disability&amp;rft.au=Harrison%2C+Judy&amp;rft.aulast=Harrison&amp;rft.aufirst=Judy&amp;rft.date=2015-11-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Woodland man gets 10 years for selling bath salts,"  The Aroostook County Sheriff's Office, Maine Department of Corrections probation and parole division and the Presque Isle Police Department assisted in the investigation and raid of the Ellison home.",1730164047,Newspapers,"Ricker, NokNoi",, (Copyright 2015 Bangor Daily News), News," Nov 4, 2015",0892-8738, English, English,," Bangor, Me.","Nov 4, 2015",Bangor Daily News,2015,https://www.proquest.com/newspapers/woodland-man-gets-10-years-selling-bath-salts/docview/1730164047/se-2?accountid=8505,,,, n/a,," Candles , Health & beauty aids , Prescription drugs , Criminal investigations , Search warrants , Maine",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Woodland+man+gets+10+years+for+selling+bath+salts&amp;rft.au=Ricker%2C+NokNoi&amp;rft.aulast=Ricker&amp;rft.aufirst=NokNoi&amp;rft.date=2015-11-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
